data_pobrania,kod,nazwa,upvotes,mentions,rank,mention_change,source_url
2026-08-28T03:02:50+02:00,NVDA,NVIDIA,4042,850,1,-674,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,MRVL,Marvell Technology Group,1862,558,2,503,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,MU,Micron Technology,1163,406,3,268,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,IREN,Iris Energy,643,251,4,219,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,SPY,SPDR S&P 500 ETF Trust,1032,216,5,-37,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,SNDK,Sandisk,380,134,6,17,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,CRM,Salesforce,252,105,7,7,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,PLTR,Palantir,170,95,8,84,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,MSFT,Microsoft,257,82,9,44,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,AVGO,Broadcom,199,81,10,23,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,META,Meta Platforms (Facebook),164,78,11,-179,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,QQQ,Invesco QQQ ETF,126,74,12,-31,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,NBIS,Nebius Group,186,72,13,-29,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,AMD,AMD,259,61,14,15,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,DTE,DTE Energy,819,55,15,10,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,GOOG,Alphabet (Google),136,49,16,8,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,AMZN,Amazon,257,46,17,18,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,CRWD,CrowdStrike,87,42,18,-15,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,GOOGL,Alphabet (Google),93,38,19,-5,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,NOW,ServiceNow,55,37,20,6,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,MSTR,MicroStrategy,75,35,21,19,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,SOXL,Direxion Shares ETF Trust - Direxion Daily Semiconductor Bull 3X Share,74,34,22,13,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,TSLA,Tesla,187,33,23,11,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,RDDT,Reddit,76,31,24,-14,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,SLS,Sellas Life Sciences,504,30,25,17,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,SPCX,SpaceX,52,27,26,-19,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,AM,Antero Midstream,84,26,27,-7,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,WEN,Wendy’s Company,48,25,28,-8,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,GAP,Gap Inc.,60,25,29,15,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,AAPL,Apple,39,24,30,-7,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,ASTS,AST SpaceMobile,31,24,31,-17,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,IT,Gartner,48,23,32,0,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,BE,Bloom Energy,51,21,33,9,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,ARR,ARMOUR Residential REIT,25,21,34,20,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,RBRK,Rubrik,11,20,35,18,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-08-28T03:02:50+02:00,INFQ,Infleqtion,28,20,36,15,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
